train_loss,train_recon_loss,train_kl_loss,val_loss,val_recon_loss,val_kl_loss,learning_rate
2.860881805419922,1.4578251242637634,1.4030566811561584,0.5581681728363037,0.5374593734741211,0.02070876955986023,0.001
1.9704027771949768,1.0134942829608917,0.9569084942340851,0.5248017311096191,0.5102400779724121,0.014561662450432777,0.001
2.1255327463150024,1.2838402390480042,0.8416925370693207,0.5190911293029785,0.50815749168396,0.0109336469322443,0.001
2.0700477361679077,1.340888261795044,0.729159414768219,0.5523620247840881,0.5413228869438171,0.011039125733077526,0.001
1.9347673654556274,1.0450276136398315,0.8897397220134735,0.5348538160324097,0.5232994556427002,0.011554369702935219,0.001
1.9346622824668884,1.136189043521881,0.7984732091426849,0.5486461520195007,0.5368301868438721,0.011815948411822319,0.001
1.687757670879364,0.9591868221759796,0.7285708487033844,0.5280036926269531,0.5150680541992188,0.012935609556734562,0.001
1.6584067344665527,0.9238622486591339,0.7345444560050964,0.524825394153595,0.5096113681793213,0.015214000828564167,0.001
1.54108726978302,0.8936453759670258,0.647441953420639,0.5436931848526001,0.5292221307754517,0.014471076428890228,0.001
1.7529135346412659,1.210330307483673,0.5425832122564316,0.5323461294174194,0.5149165391921997,0.017429599538445473,0.001
1.50118488073349,0.9241505265235901,0.5770343244075775,0.593937337398529,0.5739686489105225,0.019968684762716293,0.001
2.1801540851593018,1.5013281106948853,0.6788259744644165,0.555213212966919,0.5351740121841431,0.020039180293679237,0.001
1.8869401812553406,1.286228358745575,0.6007118225097656,0.5841236114501953,0.5614919662475586,0.022631628438830376,0.001
1.8034849166870117,1.2784308195114136,0.5250540971755981,0.621068000793457,0.5966691970825195,0.024398809298872948,0.001
1.6957260370254517,1.0997793674468994,0.5959466397762299,0.5646038055419922,0.5374054312705994,0.027198370546102524,0.0005
1.8083940744400024,1.2945974469184875,0.5137966722249985,0.5548030734062195,0.5284262299537659,0.026376836001873016,0.0005
1.6266540884971619,1.169331967830658,0.4573221504688263,0.49561160802841187,0.4661923348903656,0.02941926196217537,0.0005
1.616868019104004,1.0477853119373322,0.5690827071666718,0.5803288817405701,0.5461147427558899,0.03421412408351898,0.0005
