beta_end,train_time,collapsed_dims,effective_dim,best_k,best_ari,best_sil
0.5,50.95127844810486,4,4,12,0.2604574391029666,0.22150634229183197
0.6,49.644744873046875,4,4,15,0.28006868390269296,0.19837574660778046
0.65,49.592891454696655,4,4,12,0.27217595853479476,0.2468499094247818
0.7,50.82853436470032,4,4,15,0.23617177940030346,0.2034337818622589
0.75,49.83778095245361,4,4,15,0.29221302957624534,0.22873380780220032
0.8,49.786688566207886,4,4,15,0.26107901751450574,0.22468633949756622
0.85,50.117883920669556,4,4,10,0.23136545050631177,0.22775596380233765
0.9,49.64174270629883,4,4,12,0.2660368891235843,0.20394755899906158
