Latent_Dimension,Importance
z5,18.693303685654076
z3,15.999982957668676
z6,14.156356806748283
z9,9.81897673327112
z4,9.64168511734223
z8,9.090281303710743
z2,7.315400898356043
z7,5.4696648551371
z0,5.444467858230146
z1,4.369879783881581
