Lithology Subtype,Principal,mean,rsd,median,count,count_outliers,outlier_count_ratio %,kurtosis,skew
other,conglomerate,39.085560280882206,0.23515977852620962,39.6,10111,142,1.4044110374839285,1.5347103937283535,-0.3294329166051968
other,coquina,38.8,0.0,38.8,1,0,0.0,,
other,debris flow,53.48257911392405,0.16820065292079067,53.78,632,3,0.47468354430379744,0.007766072154543391,-0.34879535743662876
other,diamict,32.71008403361345,0.11467746530215364,32.7,119,1,0.8403361344537815,1.4518993999527865,0.0978609443622241
other,dolostone,49.94993141289437,0.23873666214465583,49.8,1458,13,0.8916323731138546,0.7597631550415374,-0.6337966527082286
other,floatstone,48.816158940397344,0.2244269480364803,48.1,755,2,0.26490066225165565,0.013470688283180987,0.24965731221783938
other,grainstone,49.733600655622546,0.17402210802073773,49.9,17083,102,0.5970848211672423,0.6142243909183644,0.04729457062325158
other,gravel,33.35928534167971,0.3026748344245484,33.8,1917,25,1.3041210224308817,1.0767135994355757,-0.5393478394311852
other,gypsum rock,47.13333333333333,0.057723533033696935,46.6,3,0,0.0,-1.499999999999999,0.2865089612629212
other,indurated sediment,44.077777777777776,0.3228525401381305,43.599999999999994,18,0,0.0,-0.6719543130657737,-0.31926904018069496
other,interbedded mud/mudstone and diamict,35.87370160742586,0.1391494193357684,36.4,4417,40,0.9055920307901291,0.8115721363201773,-0.4664846936691152
other,manganese oxide rock,44.75,0.17541899441340786,44.75,2,0,0.0,-2.0,0.0
other,marl,51.98712127082526,0.1081670522526076,52.5,5162,48,0.9298721425803952,1.543106371088526,-0.7038182126380227
other,marlstone,54.82533333333333,0.12379013641504541,54.6,1350,14,1.037037037037037,0.9502189389474931,-0.5267082918949559
other,nannofossil marl,25.601129943502826,0.17804063889129945,25.6,531,3,0.5649717514124294,0.41224404471706677,0.21189008453994584
other,packstone,46.65036773428233,0.17648881184646728,46.8,118020,717,0.6075241484494154,0.6267473262510657,-0.08981199937689052
other,pebbles,34.20222222222222,0.1575733100889299,34.21,9,0,0.0,-0.9949581828163723,0.4097608054906825
other,porcellanite,42.42961672473867,0.1630846144641779,40.4,287,3,1.0452961672473868,0.6233564361787103,0.41402263284114593
other,rubble,32.7,0.0,32.7,1,0,0.0,,
other,rudstone,50.089436356849575,0.17272469594642514,50.6,2679,5,0.1866368047779022,0.03504145557004046,-0.19472584075233373
other,wackestone,47.12349748773688,0.15274947292262805,46.7,134142,1813,1.3515528320734744,2.275745388408348,0.37284468212884087
rodingite,rodingite,38.977999999999994,0.08463847934344486,36.62,5,0,0.0,-1.6744433680074113,0.47271644828250553
schist,schist,45.44805876180483,0.19715543382358838,47.17,953,5,0.5246589716684156,0.06983447956383859,-0.6081315531954982
serpentinite,serpentinite,38.420392156862746,0.3599536245502928,32.73,51,0,0.0,-0.7584244490554757,0.6013078113874007
